,,,,,,,revenue_per_person,customer_type 
,,,,,,,96,Transient-Party
,,,,,,,96,Transient-Party
,,,,,,,96,Transient-Party
,,,,,,,96,Transient-Party
,,,,,,,96,Transient-Party
,,,,,,,96,Transient-Party
,,,,,,,146,Transient
,,,,,,,96,Transient-Party
,,,,,,,96,Transient-Party
,,,,,,,96,Transient-Party
,,,,,,,96,Transient-Party
,,,,,,,96,Transient-Party
,,,,,,,96,Transient-Party
,,,,,,,96,Transient-Party
,,,,,,,168.75,Transient
,,,,,,,221.76,Transient
,,,,,,,413,Transient
,,,,,,,434,Transient
,,,,,,,294.75,Transient-Party
,,,,,,,294.75,Transient-Party
,,,,,,,0,Transient-Party
,,,,,,,43,Transient
,,,,,,,84,Transient-Party
,,,,,,,90,Transient-Party
,,,,,,,119,Transient
,,,,,,,218,Transient
,,,,,,,146,Transient
,,,,,,,173.3333333,Transient
,,,,,,,176,Transient
,,,,,,,168.75,Transient
,,,,,,,237.6,Transient
,,,,,,,151.165,Transient
,,,,,,,162.4,Transient
,,,,,,,153.16,Transient
,,,,,,,162.4,Transient
,,,,,,,595,Transient
,,,,,,,161.61,Transient-Party
,,,,,,,157.68,Transient
,,,,,,,161.61,Transient
,,,,,,,161.61,Transient-Party
,,,,,,,170.3333333,Transient
,,,,,,,277.83,Transient
,,,,,,,229.95,Transient
,,,,,,,161.63,Transient-Party
,,,,,,,161.63,Transient-Party
,,,,,,,161.63,Transient
,,,,,,,277.2,Transient
,,,,,,,255.5,Transient
,,,,,,,292,Transient
,,,,,,,299.65,Transient
,,,,,,,85,Transient-Party
,,,,,,,42.5,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,86,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,86,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,86,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,86,Transient-Party
,,,,,,,0,Transient-Party
,,,,,,,4,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,4,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,35,Transient-Party
,,,,,,,79.2,Transient
,,,,,,,169.785,Transient
,,,,,,,266,Transient
,,,,,,,162.4,Transient
,,,,,,,170.3333333,Transient
,,,,,,,163.625,Contract
,,,,,,,540,Transient
,,,,,,,227.7,Transient
,,,,,,,49,Transient
,,,,,,,29,Transient
,,,,,,,49,Transient
,,,,,,,31.5,Transient
,,,,,,,29,Transient
,,,,,,,87,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,87,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,87,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,0,Transient-Party
,,,,,,,87,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,113,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,85,Transient
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,156.6,Transient
,,,,,,,219,Transient
,,,,,,,225,Transient
,,,,,,,237,Transient
,,,,,,,156.6,Transient
,,,,,,,164.43,Transient
,,,,,,,311.15,Transient-Party
,,,,,,,315,Transient
,,,,,,,233.75,Contract
,,,,,,,396,Transient
,,,,,,,508.5,Transient
,,,,,,,373.8,Transient
,,,,,,,233.75,Contract
,,,,,,,425,Transient
,,,,,,,258.39,Transient-Party
,,,,,,,264.44,Transient-Party
,,,,,,,258.39,Transient-Party
,,,,,,,258.39,Transient
,,,,,,,258.39,Transient-Party
,,,,,,,146.125,Transient
,,,,,,,92,Transient
,,,,,,,92,Transient
,,,,,,,92,Transient
,,,,,,,92,Transient
,,,,,,,92,Transient
,,,,,,,92,Transient
,,,,,,,92,Transient
,,,,,,,92,Transient
,,,,,,,92,Transient
,,,,,,,92,Transient
,,,,,,,187.5,Transient
,,,,,,,162.4,Transient
,,,,,,,130.9,Contract
,,,,,,,130.9,Contract
,,,,,,,277.2,Transient
,,,,,,,182.7,Transient
,,,,,,,413,Transient
,,,,,,,277.2,Transient
,,,,,,,21,Transient
,,,,,,,316.8,Transient
,,,,,,,72,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,288,Transient
,,,,,,,164.43,Transient
,,,,,,,227.5,Transient
,,,,,,,203,Transient
,,,,,,,203,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,0,Transient
,,,,,,,67.2,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,72,Transient
,,,,,,,110,Transient
,,,,,,,110,Transient
,,,,,,,514.8,Transient
,,,,,,,52.5,Transient
,,,,,,,41,Transient
,,,,,,,0,Transient
,,,,,,,220.5,Transient
,,,,,,,145,Transient
,,,,,,,139.405,Contract
,,,,,,,343,Transient
,,,,,,,177.975,Transient
,,,,,,,139.405,Contract
,,,,,,,165.32,Transient
,,,,,,,334.6666667,Transient
,,,,,,,396,Transient
,,,,,,,294.75,Contract
,,,,,,,346.5,Transient-Party
,,,,,,,331.65,Transient-Party
,,,,,,,331.65,Transient-Party
,,,,,,,346.5,Transient-Party
,,,,,,,43,Transient
,,,,,,,11.66666667,Transient
,,,,,,,74.7,Transient
,,,,,,,105,Transient
,,,,,,,89,Transient
,,,,,,,200.08,Transient
,,,,,,,339.84,Transient
,,,,,,,590,Transient
,,,,,,,314.105,Transient
,,,,,,,574.21,Transient
,,,,,,,44.5,Transient
,,,,,,,0,Transient
,,,,,,,44.5,Transient
,,,,,,,0,Transient
,,,,,,,40,Transient
,,,,,,,40,Transient
,,,,,,,90.4,Transient
,,,,,,,41.4,Transient
,,,,,,,89.3,Transient
,,,,,,,112.995,Transient
,,,,,,,154.5,Transient
,,,,,,,132,Transient-Party
,,,,,,,132,Transient-Party
,,,,,,,188.49,Transient
,,,,,,,202.5,Transient
,,,,,,,227.5,Transient
,,,,,,,182.7,Transient
,,,,,,,226.2575,Transient
,,,,,,,164.43,Transient
,,,,,,,297,Transient-Party
,,,,,,,383.8,Contract
,,,,,,,567.85,Transient
,,,,,,,261.66,Transient
,,,,,,,56.5,Transient
,,,,,,,144,Transient
,,,,,,,104.4,Transient
,,,,,,,130.5,Transient
,,,,,,,254.4,Contract
,,,,,,,360,Transient-Party
,,,,,,,90,Transient
,,,,,,,105,Transient
,,,,,,,120,Transient
,,,,,,,182.5,Transient
,,,,,,,174,Transient
,,,,,,,255.6,Transient
,,,,,,,180,Transient
,,,,,,,231,Transient-Party
,,,,,,,213.0666667,Transient
,,,,,,,588.5,Transient
,,,,,,,487.9,Contract
,,,,,,,277.55,Transient
,,,,,,,221.76,Transient
,,,,,,,77,Transient
,,,,,,,112.5,Transient
,,,,,,,73.08,Transient
,,,,,,,131.4,Transient
,,,,,,,236,Transient
,,,,,,,105.96,Transient
,,,,,,,340,Transient-Party
,,,,,,,169,Transient-Party
,,,,,,,203.01,Transient-Party
,,,,,,,135.34,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,135,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,360,Transient-Party
,,,,,,,207,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,132,Transient
,,,,,,,132,Transient
,,,,,,,246.015,Transient-Party
,,,,,,,248.99,Transient-Party
,,,,,,,267,Transient-Party
,,,,,,,264,Transient-Party
,,,,,,,215.48,Transient
,,,,,,,208.8,Transient
,,,,,,,480,Transient-Party
,,,,,,,250.56,Transient
,,,,,,,395.65,Transient
,,,,,,,395.65,Transient
,,,,,,,40.425,Transient
,,,,,,,210,Transient
,,,,,,,146.3333333,Transient
,,,,,,,157.12,Transient
,,,,,,,210,Transient
,,,,,,,210,Transient
,,,,,,,50.85,Transient
,,,,,,,92,Transient-Party
,,,,,,,132,Transient-Party
,,,,,,,132,Transient-Party
,,,,,,,162.5,Transient-Party
,,,,,,,130,Transient-Party
,,,,,,,326,Transient
,,,,,,,165,Transient-Party
,,,,,,,165,Transient-Party
,,,,,,,115,Transient-Party
,,,,,,,273.5,Transient
,,,,,,,130.5,Transient
,,,,,,,162.5,Transient-Party
,,,,,,,200,Transient-Party
,,,,,,,52,Transient
,,,,,,,188.545,Transient
,,,,,,,503.72,Transient
,,,,,,,23.49,Transient
,,,,,,,132,Transient-Party
,,,,,,,131.25,Transient
,,,,,,,180,Transient-Party
,,,,,,,192,Transient-Party
,,,,,,,180,Transient-Party
,,,,,,,144,Transient-Party
,,,,,,,108,Transient-Party
,,,,,,,180,Transient-Party
,,,,,,,180,Transient-Party
,,,,,,,177,Transient
,,,,,,,87,Transient
,,,,,,,101,Transient-Party
,,,,,,,98.55,Transient
,,,,,,,180,Transient-Party
,,,,,,,198,Transient-Party
,,,,,,,192,Transient-Party
,,,,,,,248,Transient-Party
,,,,,,,132,Transient-Party
,,,,,,,144,Transient-Party
,,,,,,,132,Transient-Party
,,,,,,,132,Transient-Party
,,,,,,,240,Transient-Party
,,,,,,,132,Transient-Party
,,,,,,,136,Transient-Party
,,,,,,,240,Transient-Party
,,,,,,,240,Transient-Party
,,,,,,,132,Transient-Party
,,,,,,,132,Transient-Party
,,,,,,,240,Transient-Party
,,,,,,,240,Transient-Party
,,,,,,,92,Transient-Party
,,,,,,,240,Transient-Party
,,,,,,,240,Transient-Party
,,,,,,,144,Transient-Party
,,,,,,,93,Transient-Party
,,,,,,,200,Transient-Party
,,,,,,,164.25,Transient
,,,,,,,30,Transient-Party
,,,,,,,180,Transient-Party
,,,,,,,180,Transient-Party
,,,,,,,180,Transient-Party
,,,,,,,180,Transient-Party
,,,,,,,268.3333333,Transient-Party
,,,,,,,153.23,Contract
,,,,,,,204.0733333,Transient-Party
,,,,,,,204.0733333,Transient-Party
,,,,,,,69.5,Transient
,,,,,,,100.55,Transient
,,,,,,,58,Transient
,,,,,,,58,Transient
,,,,,,,58,Transient
,,,,,,,58,Transient
,,,,,,,58,Transient
,,,,,,,36.5,Transient
,,,,,,,58,Transient
,,,,,,,58,Transient
,,,,,,,23.49,Transient
,,,,,,,58,Transient
,,,,,,,58,Transient
,,,,,,,58,Transient
,,,,,,,58,Transient
,,,,,,,58,Transient
,,,,,,,120,Transient-Party
,,,,,,,57.8,Transient
,,,,,,,58,Transient
,,,,,,,100.55,Transient
,,,,,,,58,Transient
,,,,,,,104.25,Transient
,,,,,,,311,Transient
,,,,,,,72.5,Transient
,,,,,,,207.48,Transient
,,,,,,,218.68,Contract
,,,,,,,200.48,Transient
,,,,,,,200.48,Transient
,,,,,,,218.68,Contract
,,,,,,,60,Transient-Party
,,,,,,,42.5,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,83.16,Transient
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient
,,,,,,,85,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,109,Transient-Party
,,,,,,,87,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,117.325,Transient
,,,,,,,177.9,Transient-Party
,,,,,,,177.72,Transient-Party
,,,,,,,177.9,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,85,Transient-Party
,,,,,,,177.9,Transient-Party
,,,,,,,192.5,Transient-Party
,,,,,,,233.205,Transient
,,,,,,,269.01,Transient
,,,,,,,233.205,Transient
,,,,,,,192.5,Transient-Party
,,,,,,,299.32,Transient
,,,,,,,331.32,Transient
,,,,,,,558.88,Transient
,,,,,,,49.5,Transient
,,,,,,,189,Transient
,,,,,,,189,Transient
,,,,,,,326,Transient
,,,,,,,740.67,Transient
,,,,,,,184.03,Contract
,,,,,,,370.335,Transient
,,,,,,,396,Transient
,,,,,,,0,Transient-Party
,,,,,,,0,Transient-Party
,,,,,,,0,Transient-Party
,,,,,,,134.505,Transient
,,,,,,,97.5,Transient
,,,,,,,170.25,Transient
,,,,,,,285,Transient
,,,,,,,178,Transient
,,,,,,,198.15,Transient
,,,,,,,232.19,Transient
,,,,,,,257.985,Transient
,,,,,,,232.19,Transient
,,,,,,,238.21,Transient
,,,,,,,815.01,Transient
,,,,,,,407.505,Transient
,,,,,,,232.19,Transient
,,,,,,,623.675,Transient
,,,,,,,397.04,Transient
,,,,,,,825.3,Contract
,,,,,,,38.5,Transient
,,,,,,,264.5,Transient
,,,,,,,237.6,Transient
,,,,,,,249,Transient-Party
,,,,,,,146.13,Transient-Party
,,,,,,,280,Transient
,,,,,,,306.8333333,Transient
,,,,,,,237.265,Transient
,,,,,,,306.215,Transient
,,,,,,,280,Transient
,,,,,,,280,Transient
,,,,,,,432.985,Transient
,,,,,,,163.625,Contract
,,,,,,,200.69,Transient
,,,,,,,255.15,Transient
,,,,,,,280,Transient
,,,,,,,522.495,Transient
,,,,,,,284.7425,Transient
,,,,,,,280,Transient
,,,,,,,324.5,Transient-Party
,,,,,,,324.5,Transient-Party
,,,,,,,486.75,Contract
,,,,,,,57,Transient
,,,,,,,39,Transient-Party
,,,,,,,57,Transient
,,,,,,,165,Transient
,,,,,,,165,Transient
,,,,,,,165,Transient
,,,,,,,165,Transient
,,,,,,,165,Transient
,,,,,,,135,Transient
,,,,,,,148.5,Transient
,,,,,,,165,Transient
,,,,,,,165,Transient
,,,,,,,165,Transient
,,,,,,,270,Transient
,,,,,,,165,Transient
,,,,,,,165,Transient
,,,,,,,165,Transient
,,,,,,,165,Transient
,,,,,,,165,Transient
,,,,,,,171,Transient
,,,,,,,370,Transient
,,,,,,,160,Transient
,,,,,,,227.15,Transient
,,,,,,,261.45,Transient
,,,,,,,360,Transient
,,,,,,,456,Transient
,,,,,,,360,Transient
,,,,,,,72,Transient
,,,,,,,435,Transient
,,,,,,,128.25,Transient
,,,,,,,144,Transient
,,,,,,,370,Transient
,,,,,,,310.2525,Transient
,,,,,,,574,Transient-Party
,,,,,,,567,Transient-Party
,,,,,,,35.055,Transient
,,,,,,,84.5,Transient
,,,,,,,119,Transient
,,,,,,,145.95,Transient
,,,,,,,145.95,Transient
,,,,,,,145.95,Transient
,,,,,,,145.95,Transient
,,,,,,,145.95,Transient
,,,,,,,148.5,Transient
,,,,,,,145.95,Transient
,,,,,,,145.95,Transient
,,,,,,,145.95,Transient
,,,,,,,195,Transient
,,,,,,,219,Transient
,,,,,,,290,Transient
,,,,,,,145.95,Transient
,,,,,,,194.625,Contract
,,,,,,,375,Transient
,,,,,,,330,Transient
,,,,,,,252,Transient
,,,,,,,346.5,Transient
,,,,,,,415.485,Transient
,,,,,,,280,Transient
,,,,,,,265.5,Transient
,,,,,,,463.5,Transient
,,,,,,,669.9,Transient
,,,,,,,636.3,Transient
,,,,,,,272.44,Transient
,,,,,,,749.7,Contract
,,,,,,,510.86,Contract
,,,,,,,100.8,Transient
,,,,,,,64.8,Transient
,,,,,,,64.8,Transient
,,,,,,,315,Transient
,,,,,,,427.49,Transient
,,,,,,,332.5,Transient
,,,,,,,242.7425,Transient
,,,,,,,263.69,Transient
,,,,,,,260.2425,Transient
,,,,,,,406,Transient
,,,,,,,346.5,Transient
,,,,,,,288,Transient
,,,,,,,324.5,Transient
,,,,,,,259.25,Contract
,,,,,,,399.2,Transient
,,,,,,,54.5,Transient
,,,,,,,84.5,Transient
,,,,,,,126.75,Transient
,,,,,,,246,Transient
,,,,,,,282.5,Transient
,,,,,,,240,Transient
,,,,,,,240,Transient
,,,,,,,358.505,Transient
,,,,,,,490,Transient
,,,,,,,245,Transient
,,,,,,,342,Transient
,,,,,,,290,Transient
,,,,,,,303.75,Transient
,,,,,,,32.5,Transient
,,,,,,,32.5,Transient
,,,,,,,32.5,Transient
,,,,,,,116,Transient
,,,,,,,163.5,Transient
,,,,,,,198,Transient
,,,,,,,290.25,Transient
,,,,,,,195,Transient
,,,,,,,247.5,Transient
,,,,,,,287.19,Transient
,,,,,,,299.7,Transient
,,,,,,,389.7,Transient
,,,,,,,326.25,Transient
,,,,,,,261.6666667,Contract
,,,,,,,254.4,Contract
,,,,,,,54.5,Transient
,,,,,,,173.505,Transient
,,,,,,,173.505,Transient
,,,,,,,238,Transient
,,,,,,,258,Transient
,,,,,,,332.01,Transient
,,,,,,,332.01,Transient
,,,,,,,199.5,Transient-Party
,,,,,,,416.01,Transient
,,,,,,,199.5,Transient-Party
,,,,,,,384.51,Transient
,,,,,,,274.75,Contract
,,,,,,,595,Transient
,,,,,,,562.65,Transient
,,,,,,,598.5,Transient
,,,,,,,612.5,Transient
,,,,,,,183.495,Transient
,,,,,,,183.495,Transient
,,,,,,,220,Transient
,,,,,,,110.88,Transient
,,,,,,,232,Transient
,,,,,,,314,Transient
,,,,,,,413.01,Transient
,,,,,,,186,Transient
,,,,,,,252,Transient
,,,,,,,282.6,Transient
,,,,,,,178.5,Transient
,,,,,,,191.7,Transient
,,,,,,,255.6,Transient
,,,,,,,275,Transient
,,,,,,,360.9,Transient
,,,,,,,387,Transient
,,,,,,,423,Transient
,,,,,,,369.46,Transient
,,,,,,,141,Transient
,,,,,,,120.7,Transient
,,,,,,,100.6666667,Transient-Party
,,,,,,,72,Transient
,,,,,,,148.5,Transient
,,,,,,,97.2,Transient
,,,,,,,143.1,Transient
,,,,,,,120.75,Transient
,,,,,,,193.5,Transient-Party
,,,,,,,193.5,Transient-Party
,,,,,,,108,Transient
,,,,,,,216,Transient
,,,,,,,242.5,Transient
,,,,,,,346.5,Transient
,,,,,,,376.95,Transient
,,,,,,,64.8,Transient
,,,,,,,64.8,Transient
,,,,,,,64.8,Transient
,,,,,,,480,Transient
,,,,,,,242.5,Transient
,,,,,,,395.01,Transient
,,,,,,,283.5,Transient
,,,,,,,192.15,Transient
,,,,,,,346.5,Transient-Party
,,,,,,,283.5,Transient
,,,,,,,516,Transient
,,,,,,,530,Transient
,,,,,,,360,Transient
,,,,,,,395.5,Transient-Party
,,,,,,,360,Transient
,,,,,,,544.95,Contract
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,129,Transient
,,,,,,,116,Transient
,,,,,,,109.3333333,Transient
,,,,,,,94.5,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,220,Transient
,,,,,,,236.25,Transient
,,,,,,,275,Transient
,,,,,,,254.1,Transient
,,,,,,,452.6666667,Transient
,,,,,,,299.25,Transient
,,,,,,,337.75,Transient
,,,,,,,281.16,Contract
,,,,,,,459,Transient
,,,,,,,0,Transient
,,,,,,,53.55,Transient
,,,,,,,181.5,Transient
,,,,,,,198,Transient
,,,,,,,272,Transient
,,,,,,,258,Transient
,,,,,,,232,Transient
,,,,,,,206.1,Transient
,,,,,,,600,Transient
,,,,,,,180,Transient
,,,,,,,337.5,Transient
,,,,,,,290,Transient
,,,,,,,322.5,Transient
,,,,,,,322.5,Transient
,,,,,,,318,Transient
,,,,,,,252,Transient
,,,,,,,230.405,Transient
,,,,,,,371.84,Transient
,,,,,,,371.84,Transient
,,,,,,,201.6,Transient
,,,,,,,236.39,Transient
,,,,,,,346.5,Transient
,,,,,,,181.475,Transient
,,,,,,,346.5,Transient
,,,,,,,360,Transient
,,,,,,,121,Transient
,,,,,,,144,Transient
,,,,,,,161,Transient
,,,,,,,448,Transient
,,,,,,,335.8333333,Transient
,,,,,,,311.85,Transient
,,,,,,,201.6,Transient
,,,,,,,484.645,Transient
,,,,,,,244.4,Contract
,,,,,,,488.95,Transient
,,,,,,,121.5,Transient
,,,,,,,121.5,Transient
,,,,,,,200.025,Transient
,,,,,,,226.8,Transient
,,,,,,,207.585,Transient
,,,,,,,194.04,Transient
,,,,,,,360,Transient
,,,,,,,562.925,Transient
,,,,,,,176,Transient
,,,,,,,176,Transient
,,,,,,,193.5,Transient
,,,,,,,291,Transient
,,,,,,,291,Transient
,,,,,,,297,Transient
,,,,,,,243.985,Transient
,,,,,,,346.5,Transient
,,,,,,,337.505,Transient
,,,,,,,451.5,Transient
,,,,,,,345.1,Transient
,,,,,,,57,Transient
,,,,,,,161,Transient
,,,,,,,161,Transient
,,,,,,,114,Transient
,,,,,,,129,Transient
,,,,,,,89.5,Transient
,,,,,,,132,Transient
,,,,,,,322,Transient
,,,,,,,226,Transient
,,,,,,,322.5,Transient
,,,,,,,249.1,Transient
,,,,,,,275.25,Transient
,,,,,,,257.25,Transient
,,,,,,,472.5,Transient
,,,,,,,271.74,Transient-Party
,,,,,,,425.25,Transient
,,,,,,,271.74,Transient-Party
,,,,,,,324,Transient
,,,,,,,324,Transient
,,,,,,,417.2,Transient
,,,,,,,425.25,Transient
,,,,,,,80.5,Transient
,,,,,,,70.5,Transient
,,,,,,,51.6,Transient
,,,,,,,79.5,Transient
,,,,,,,128.8,Transient
,,,,,,,174,Transient
,,,,,,,194,Transient
,,,,,,,340,Transient
,,,,,,,346.5,Transient
,,,,,,,425.25,Transient
,,,,,,,274.75,Contract
,,,,,,,385,Transient
,,,,,,,346.5,Transient
,,,,,,,264.775,Contract
,,,,,,,201.6,Transient
,,,,,,,236.25,Transient
,,,,,,,342,Transient
,,,,,,,396,Transient
,,,,,,,342,Transient
,,,,,,,425,Transient
,,,,,,,425,Transient
,,,,,,,398.75,Transient
,,,,,,,920.5,Transient
,,,,,,,189.19,Transient
,,,,,,,183.495,Transient
,,,,,,,362.1,Transient
,,,,,,,362.1,Transient
,,,,,,,252,Transient
,,,,,,,476,Transient
,,,,,,,463,Transient
,,,,,,,415,Transient
,,,,,,,415,Transient
,,,,,,,415,Transient
,,,,,,,526.995,Transient
,,,,,,,50,Transient
,,,,,,,42,Transient
,,,,,,,256.5,Transient
,,,,,,,256.5,Transient
,,,,,,,216,Transient
,,,,,,,216,Transient
,,,,,,,216,Transient
,,,,,,,256.5,Transient
,,,,,,,313.5,Transient
,,,,,,,256.5,Transient
,,,,,,,216,Transient
,,,,,,,256.5,Transient
,,,,,,,256.5,Transient
,,,,,,,216,Transient
,,,,,,,96,Transient
,,,,,,,220.15,Transient
,,,,,,,220.15,Transient
,,,,,,,279.44,Contract
,,,,,,,396,Transient
,,,,,,,476,Contract
,,,,,,,162,Transient
